Name
Gael García Bernal
Bruno Ganz
Sean Astin
Irrfan Khan
Michael C. Hall
Roy Scheider
Casey Affleck
Gary Busey
Norman Reedus
Jeff Daniels
Stanley Tucci
Kiefer Sutherland
Léa Seydoux
Dakota Johnson
Julie Delpy
Linda Hamilton
Carrie Fisher
Pam Grier
Björk
Emily Browning
Juliette Lewis
Sarah Jessica Parker
Piper Laurie
Miley Cyrus
Lily Tomlin
Anna Friel
Gloria Stuart
Talia Shire
Donna Reed
Sue Lyon
Olivia Newton-John
Minnie Driver
Teri Garr
Keri Russell
Jean Seberg
Sarah Polley
Kate Capshaw
Josh Brolin
Hal Holbrook
Djimon Hounsou
Matt Dillon
Alan Alda
Thomas Haden Church
Clive Owen
Ken Watanabe
Suraj Sharma
John C. Reilly
Michael Clarke Duncan
Haley Joel Osment
Greg Kinnear
Burt Reynolds
Robert Forster
Jason Schwartzman
William H. Macy
Armin Mueller-Stahl
Tim Roth
James Cromwell
Chazz Palminteri
Gary Sinise
Paul Scofield
Pete Postlethwaite
Mads Mikkelsen
Jada Pinkett Smith
Tatum O'Neal
Anna Faris
Ashley Greene
Famke Janssen
Rosamund Pike
Bonnie Hunt
Leslie Mann
Mindy Kaling
Analeigh Tipton
Thandie Newton
Amanda Peet
Julia Stiles
Maria Bello
Eva Mendes
Emily Blunt
Rose Byrne
Ashley Judd
Emilia Clarke
Christina Applegate
Nia Long
Felicity Jones
Téa Leoni
Alexandra Daddario
Jena Malone
Richard Gere
Nick Frost
Ray Liotta
Chris Rock
Jon Hamm
Neil Patrick Harris
Charlie Sheen
Mark Rylance
Andy Garcia
Michael Lerner
Graham Greene
Bruce Davison
Dan Aykroyd
Danny Aiello
River Phoenix
Dean Stockwell
Billy Crystal
John Goodman
Orlando Bloom
Stellan Skarsgård
Alexander Skarsgård
Mike Myers
Tyrese Gibson
Elijah Wood
Danny DeVito
Lucy Liu
Rebecca Romijn
Michelle Rodriguez
Sarah Michelle Gellar
Beyoncé Knowles
Rebecca Hall
Piper Perabo
Courteney Cox
Parker Posey
Paula Patton
Michelle Monaghan
Claire Danes
Ali Larter
Kate Bosworth
Evan Rachel Wood
Mira Sorvino
Ziyi Zhang
Amanda Crew
Amanda Bynes
Lisa Kudrow
Neve Campbell
Ellen DeGeneres
Sofía Vergara
Mandy Moore
Virginia Madsen
James Marsden
Tim Allen
Giovanni Ribisi
Rutger Hauer
Vince Vaughn
Brian Cox
Dennis Quaid
John Leguizamo
Michael Keaton
Billy Burke
Brendan Gleeson
Clark Gregg
Jonathan Pryce
Tobey Maguire
Michael Sheen
Justin Long
Kellan Lutz
Jack Black
Pierce Brosnan
Sean Bean
Cedric the Entertainer
Taylor Lautner
Josh Duhamel
Jon Favreau
Danny Glover
Freida Pinto
Hilary Duff
Mary Elizabeth Winstead
Jennifer Coolidge
Andrea Riseborough
Molly Ringwald
January Jones
Maya Rudolph
Sophie Marceau
Olga Kurylenko
Franka Potente
Rashida Jones
Alicia Silverstone
Rosie Huntington-Whiteley
Lillian Gish
Evangeline Lilly
Mireille Enos
Jennifer Love Hewitt
Emmy Rossum
Joey King
Ginnifer Goodwin
Christine Taylor
Vanessa Hudgens
Abbie Cornish
Michelle Yeoh
Ian Holm
Nathan Lane
Cary Elwes
Martin Lawrence
Steve Coogan
Sacha Baron Cohen
Jeffrey Wright
Jackie Chan
Aaron Eckhart
Sam Worthington
Jack Davenport
Alfred Molina
Justin Bartha
Mark Hamill
Brendan Fraser
Ice Cube
Liev Schreiber
Ed Helms
Val Kilmer
Russell Brand
Craig T. Nelson
Bernie Mac
Patrick Stewart
Seth Green
Ashton Kutcher
Randy Quaid
Wesley Snipes
Ludacris
David Oyelowo
Mark Strong
Rob Schneider
Jay Baruchel
Hayden Christensen
Ray Stevenson
Paul Bettany
Hugh Laurie
Chris Tucker
Nick Swardson
Josh Lucas
Chris O'Donnell
Benjamin Bratt
Common
Johnny Knoxville
Marlon Wayans
Jai Courtney
Albert Brooks
Macaulay Culkin
Sam Elliott
Jim Caviezel
Paul Scofield
Jared Harris
Harpo Marx
Jason Sudeikis
Josh Hartnett
Patrick Wilson
Cillian Murphy
Billy Crudup
Christopher Mintz-Plasse
Anthony Mackie
Timothy Olyphant
Josh Gad
Luke Wilson
Peter Sarsgaard
Rhys Ifans
Topher Grace
Kevin Hart
Paul Dano
Lenny Kravitz
Bill Hader
Rob Lowe
David Spade
Rob Riggle
Lance Henriksen
Richard Jenkins
Mike Vogel
Michael Ealy
Freddie Prinze Jr.
Jamie Bell
Danny McBride
Jonathan Rhys Meyers
Michael Cera
Bill Paxton
Chris Klein
Ioan Gruffudd
Andrew Lincoln
Bill Pullman
Craig Robinson
Charlie Day
Andy Samberg
Garrett Hedlund
Cam Gigandet
John Krasinski
Kevin James
Breckin Meyer
Christopher Reeve
Rufus Sewell
John Turturro
Ned Beatty
John Cleese
James McAvoy
